,response
78890,0
366632,0
25452,0
126106,0
225099,0
233732,0
88599,0
110824,0
343230,0
298963,0
324694,0
63353,0
132588,0
119680,0
260622,0
334634,0
317572,0
214541,0
282290,0
170936,0
192905,0
171617,0
33196,0
361212,1
152571,0
36210,0
348319,0
56044,0
362275,0
119791,0
92667,0
251528,1
116162,0
20813,0
140260,0
298979,1
74092,0
287483,0
333403,0
352706,1
318505,0
313741,0
146601,0
325231,0
74327,0
238568,0
256016,0
135455,0
222767,0
254548,0
334398,0
266785,0
52646,0
242171,1
212702,0
148801,0
150788,0
75524,0
246355,0
339255,0
358256,0
365379,0
356068,0
195978,0
16013,1
214911,0
277520,0
223308,1
28783,1
20353,0
327735,0
341009,0
65087,0
288954,0
365111,0
348346,0
89229,0
248566,0
76533,0
164138,0
122258,0
167614,0
99535,0
215553,0
309832,1
55360,0
155803,0
136167,0
242706,0
144329,0
345118,1
37179,0
83855,1
81986,0
224524,0
219096,0
233890,0
226699,0
296993,1
337981,1
372307,0
178039,0
49615,0
39940,0
179231,0
177855,0
227608,0
182693,0
139334,1
51052,0
335218,0
56838,0
358142,0
369,0
322416,0
8896,0
189738,0
357113,1
54162,0
173842,0
68295,0
28248,0
68984,0
313465,0
147393,0
218157,0
110507,0
356724,1
41232,0
245732,0
264008,0
246197,0
279983,0
372214,0
281198,0
26457,0
242768,0
187176,0
189161,0
48434,0
211419,0
61743,0
342834,0
7579,0
202450,0
64791,0
99592,1
48807,1
49219,0
232294,0
306283,0
154369,0
100027,0
10246,0
237239,0
318222,0
327071,0
35771,0
115151,0
16237,0
304716,0
114462,0
82801,0
267458,0
16051,0
219406,0
359564,0
346406,0
362123,0
304386,0
369316,0
365956,0
368494,0
318456,0
340765,0
152542,0
326081,0
334651,0
271621,0
102275,1
142320,0
69409,0
320819,0
69245,0
114573,0
74364,0
353450,0
323136,0
333024,0
82649,0
379754,0
59246,0
282506,0
85428,0
235209,0
376006,0
220460,0
346352,0
261017,0
250337,0
160518,0
198734,0
165915,0
59832,1
361371,0
209416,0
371982,0
196625,0
137083,0
148168,0
141131,0
138443,0
199554,0
19541,0
55951,1
226320,0
264114,0
222388,0
173403,0
251339,0
273107,1
252585,0
262364,0
43794,0
98164,0
226512,0
146320,1
187350,0
265159,0
302219,0
111959,0
243084,0
8734,1
240801,0
51237,1
265867,1
371344,0
261571,0
169389,0
165654,1
33542,0
92922,1
282174,0
172781,0
87569,0
172238,0
39519,1
354018,0
335277,0
33968,0
76434,0
85681,0
294055,1
323665,0
200756,0
251474,0
24888,0
160068,0
327832,0
236179,1
257390,1
188045,0
3906,0
301849,0
70957,0
72359,0
114917,0
85389,0
260407,0
312237,0
16430,0
46312,0
89561,0
258127,1
264902,0
258169,0
187493,0
135058,0
136129,0
186200,0
308757,0
25967,0
19243,0
250581,0
174833,0
318613,0
312950,0
166431,0
372593,1
55269,0
209834,0
167564,0
136609,0
262780,0
8810,0
219724,0
6426,0
344286,0
177171,0
104804,0
143649,0
199944,0
26104,0
228232,0
17053,0
221827,0
238350,0
212587,0
193896,0
210416,0
131007,0
332068,0
150506,0
378462,0
183044,0
331744,0
242232,0
220625,0
75552,1
246328,1
4210,0
90351,0
278747,0
236614,0
298804,0
335614,1
13592,0
300365,1
128016,0
108515,0
263160,0
216204,0
72157,0
112127,0
280691,0
319292,0
207753,0
13426,0
6105,1
149600,0
64161,0
138011,0
344077,0
124210,0
135601,0
279372,0
65646,0
285784,0
210192,0
279370,0
17412,0
147394,0
141465,0
46363,0
2507,0
165411,0
253570,0
305503,0
340707,1
72930,0
79920,0
45268,0
330138,0
357843,0
84946,0
380949,0
333816,0
96658,1
106560,1
243689,0
298283,0
38470,1
247452,0
125142,1
156272,0
298041,0
215679,0
356637,0
75134,0
46654,0
218884,0
323138,0
144639,0
301948,0
28473,0
221922,0
225372,0
48347,0
37496,1
283991,0
276423,0
322681,0
645,0
50613,1
141255,0
234694,0
190691,0
264968,0
11380,0
268474,0
37365,0
203300,0
257116,1
346446,0
169951,0
255975,1
198709,0
209150,0
345022,0
380326,0
341875,0
117499,1
248355,0
167307,0
375687,0
167165,1
104614,1
373354,0
232806,0
48208,0
28379,0
106879,0
186699,0
210777,0
66824,0
212829,0
207471,0
227709,1
254616,0
339639,1
21854,0
172293,0
129771,0
126533,0
226560,0
209258,0
59756,0
166599,0
18249,0
166103,0
99368,0
354591,0
279762,0
233656,0
248862,0
123686,0
62822,1
186299,0
185377,0
155257,0
143358,0
176372,0
288706,0
266725,0
357791,0
300733,0
269405,0
305564,0
379438,0
370468,0
115920,0
125030,0
303813,0
178945,0
351211,0
217996,0
2305,0
238129,0
296817,1
70752,1
113589,0
109028,0
322755,0
212884,0
296664,0
7042,0
49884,0
331219,0
133904,0
261378,0
275504,1
6102,1
2926,0
370131,0
13898,0
259296,0
330739,0
156535,0
72361,0
96643,0
284234,0
266012,0
20512,0
288829,0
341398,0
27881,0
333982,1
180020,1
332060,0
57624,1
156722,0
151066,1
221281,0
29779,0
158795,1
100084,0
302101,0
77119,0
284426,0
206009,0
82526,0
6899,0
127150,0
162049,0
237277,0
66926,0
12116,0
73252,1
365474,0
111730,0
291435,0
116584,0
182019,0
192056,0
213912,0
155965,0
26113,1
72890,0
318164,1
374120,0
12485,0
217210,0
96980,0
369700,1
54294,1
348151,0
333647,0
111614,0
162996,0
222022,0
311130,0
316313,1
286302,0
348019,0
94401,0
263673,0
322360,0
119683,0
58241,0
374943,1
177225,0
45222,0
207999,0
43954,0
301236,1
296705,0
355271,0
14153,0
372747,0
255128,1
17519,0
322595,0
139187,0
28315,0
254136,0
335619,0
17165,0
244284,0
129857,0
170781,0
332353,1
105866,1
134675,0
174613,0
3897,1
140993,0
93029,0
56640,0
245876,0
124582,0
71652,0
271077,0
233144,0
203128,0
141567,0
174416,0
57917,0
3047,0
254552,0
285403,0
60858,1
38435,0
367542,0
325686,0
314444,0
271555,0
55190,0
123978,0
149093,1
380692,0
100910,0
99266,1
27599,0
180645,0
170023,1
366766,0
43003,0
3627,0
133950,0
233512,0
367180,0
340628,0
294635,0
334143,0
299813,0
43640,0
202191,0
247102,0
309187,0
271392,0
213542,1
175662,0
331073,0
119108,0
108544,0
282614,0
237922,0
280012,0
248215,0
307662,0
213418,0
71781,0
121207,0
151954,0
111002,0
141178,0
1347,0
191604,0
260619,1
193218,1
372494,0
221917,0
315826,0
212493,0
54482,0
105216,0
257120,0
54380,0
357190,1
241729,0
309715,0
110875,0
185507,0
196069,0
246627,1
105869,0
297255,1
109444,1
346188,0
361809,0
319178,0
263830,0
205619,0
235995,0
19860,0
338773,0
359121,0
222720,0
293506,0
210452,0
292354,0
140170,1
284338,0
130281,0
72916,0
240164,0
271553,0
168783,0
149378,0
222635,0
48023,0
9172,0
113583,0
47380,0
289857,0
152486,0
74978,0
163420,0
214646,0
328035,0
242991,0
319648,0
299990,0
221199,0
218245,0
370022,0
199604,0
310178,0
112728,1
147502,1
182585,0
323442,0
199585,0
163813,0
262412,1
315258,0
134258,0
135702,0
114544,0
293851,0
250885,0
293291,0
60913,0
279131,1
296538,0
357567,0
365945,0
98608,0
226837,0
369314,0
10932,0
67744,0
153247,0
232694,0
85917,0
74604,0
18210,0
229766,0
174999,0
170638,1
53633,0
275883,0
309628,0
156211,0
31080,0
136560,0
292064,0
177304,0
238303,0
120411,0
369405,0
294626,1
166210,0
311492,1
336532,1
349165,0
277852,0
327646,0
250122,0
83401,0
310832,0
118081,0
51626,0
1380,0
359491,0
86183,0
175688,1
137745,0
29930,0
8220,0
156329,0
4496,0
18864,1
284285,0
184721,1
375624,0
195582,1
349436,0
64778,0
215578,0
223176,0
120888,0
67529,0
54403,1
361910,0
359632,0
165771,1
167033,0
22494,0
28088,1
301838,0
72862,0
284203,0
212231,1
30284,0
114960,1
222196,0
43152,0
140243,0
332138,0
199403,0
337090,0
255381,0
246310,0
107498,0
257106,0
295886,0
147190,0
101740,0
299693,0
300271,0
102112,0
164041,0
310237,0
176459,0
360889,0
241118,1
20984,0
222853,0
66745,0
197833,0
355096,0
96837,0
136474,0
339887,0
178787,0
263074,1
157417,0
132632,0
168622,1
148794,0
41354,0
135764,0
207926,0
197725,0
25827,0
63378,0
203970,0
31095,0
380318,0
3856,0
178513,0
209802,1
312668,0
216613,0
47793,0
56055,1
202312,0
189221,0
184017,0
117360,1
211344,0
316414,0
317923,0
146851,0
216215,1
237133,0
195239,0
293276,0
380274,0
236869,1
345584,0
379523,0
13677,0
57080,0
227689,1
68988,0
119806,0
282137,0
20304,0
239869,0
239479,0
67932,0
372575,0
317386,1
210,0
25350,1
4228,0
296676,0
356422,0
377291,1
349304,0
96858,0
13819,0
328124,0
263575,0
294304,0
285834,0
278844,0
95726,0
194232,0
353958,0
204872,0
183271,0
167798,0
223786,0
212394,1
19436,0
122490,0
198164,1
293942,0
152794,0
86269,0
319002,1
237812,0
304455,0
183389,0
260665,0
220072,0
190582,0
110000,0
123721,0
346795,1
243926,0
203568,0
341158,0
112493,0
90800,0
192907,0
66174,0
19941,0
271632,1
59073,0
177019,0
23543,0
161871,0
349228,0
69885,0
183237,0
47099,0
373913,0
285033,0
37498,0
6848,0
272621,0
192354,0
271206,0
214503,0
135476,0
374035,0
9225,0
212024,0
65273,0
272748,0
173613,0
142775,0
123354,0
121132,0
286701,0
114865,0
170888,0
366501,1
302460,0
308133,0
99879,0
269499,0
83123,0
239921,0
157277,0
25435,0
19869,0
351164,0
13564,0
334840,0
229035,0
99494,0
242235,0
376387,0
2233,0
216286,0
305336,0
15897,0
18217,0
188999,0
141002,1
259424,1
306539,0
134263,0
307663,0
230624,0
265432,0
131277,0
243707,0
169567,0
197557,0
145114,1
358373,1
42304,1
127069,0
294752,0
279405,0
207676,0
269442,0
19655,0
192923,0
19317,0
83128,0
247208,0
321406,0
153754,0
109812,0
136320,1
233566,0
288403,0
321556,1
195700,0
39985,0
371754,0
66276,0
312772,0
293455,0
332014,0
299030,0
286600,0
158529,0
51828,0
114287,1
255405,0
287512,0
107599,0
185890,0
267063,0
158068,0
182721,0
243316,0
204676,0
222746,0
263119,0
250816,0
170346,0
380870,0
87033,0
37816,1
253902,0
160096,0
82816,0
53138,0
55634,0
197495,0
166002,0
143354,0
248209,0
323722,0
120698,0
182324,0
281769,0
131131,0
273821,0
188660,0
370466,0
43910,0
129969,1
183259,0
75738,0
160119,0
215351,0
227058,0
108452,0
98385,0
338369,0
312250,0
372691,0
102779,0
93927,0
261295,0
308144,0
319997,0
133549,0
354308,0
236725,0
29197,0
70722,0
106066,0
154184,0
42991,0
376577,1
245421,1
141209,0
267972,0
377031,0
88565,0
172940,0
210989,0
259766,0
101123,0
108948,0
206203,0
105566,0
380278,0
254470,0
174432,0
179053,0
355016,0
72357,0
214127,0
35717,0
174401,1
76239,0
17229,1
163477,1
247900,0
52865,1
75838,0
176567,0
167743,1
189048,0
126086,0
90156,0
250556,0
29303,1
252216,0
197046,0
86038,0
337630,0
13908,0
191090,0
302726,0
234949,1
176901,0
57105,0
68851,0
51719,0
287811,0
18655,0
221778,0
325298,0
145172,0
33014,0
179066,0
235754,0
336925,0
357535,0
1148,0
79090,0
143198,0
111241,0
221169,0
237413,0
288607,0
278145,0
241768,0
116297,0
137959,0
104800,0
304585,0
224339,0
275072,1
243345,0
246227,0
146922,0
99153,0
368788,0
60435,0
306488,0
86103,1
225901,0
94567,0
378531,0
239446,0
166804,0
319721,0
81130,0
6875,0
93411,0
257989,0
269860,0
66790,0
301999,0
39764,0
33885,0
113199,0
262423,0
348461,0
32917,0
256889,1
239329,0
34898,0
117000,0
259156,0
366154,0
99682,0
350891,0
204384,0
266209,0
48444,0
139230,0
267715,1
294883,0
355261,0
157158,0
27944,0
139349,0
77053,0
295931,0
73567,0
169268,0
166275,0
102978,0
309221,0
43158,0
186527,0
113785,0
432,0
10139,0
100280,0
326238,0
277689,0
263873,1
312465,0
205438,0
248620,1
185013,0
125363,0
292566,0
281957,0
320149,0
21224,1
349488,0
333944,0
285885,0
361596,1
360719,1
248597,0
348201,0
130331,0
106537,0
40133,0
302258,0
161760,0
47444,1
63822,0
224651,1
60330,0
307069,0
134578,1
6752,0
368572,1
247960,0
332796,0
36798,0
71767,1
211216,0
304208,0
377221,0
302274,0
146710,0
266687,0
205940,0
241718,0
315477,0
324200,0
245832,0
292817,0
170399,1
361714,0
241307,0
179120,1
88466,0
74052,0
306879,0
219955,0
25874,0
321132,0
257917,0
307796,0
361061,0
141056,0
100232,0
166379,0
191303,0
113758,0
314470,0
220602,0
76769,0
191335,0
154618,0
158188,0
180833,0
163763,0
241229,0
305203,0
48783,0
336830,0
32697,0
125447,0
372828,0
374500,0
143527,1
168794,0
178544,0
77565,0
93618,0
378143,0
28977,1
14047,1
222945,0
300910,0
236074,0
185411,0
361349,0
316824,0
2476,0
311544,0
319300,0
319751,0
365425,0
259981,0
64345,0
251989,0
67018,0
85669,0
83424,0
289905,0
6881,0
87203,0
165567,0
129202,0
378611,0
155657,0
282966,0
135387,0
43982,0
341915,0
74180,0
106063,0
168737,0
17175,0
12460,0
205830,0
297045,0
170905,0
310810,0
198423,0
131512,0
223316,0
319416,0
168613,0
285054,0
221771,1
338520,0
165794,0
123105,0
364397,0
95141,1
302220,0
16519,0
57505,0
269190,0
100931,0
308453,1
329127,0
331888,0
317019,0
350385,0
46325,1
103979,0
102347,0
170175,0
138376,0
134205,0
47527,0
66999,0
362797,0
319605,0
130928,0
207628,0
287773,0
176497,0
261997,0
117123,0
234864,0
160871,0
305399,0
19613,0
125320,0
286481,0
17711,0
174027,0
48441,0
94896,0
315605,0
201345,0
258906,0
116978,0
78979,0
185152,0
120464,0
110559,0
213704,0
176522,0
218619,0
25040,0
13935,0
189090,0
341797,0
109230,0
189034,0
5305,0
1440,0
21741,0
316513,0
380965,0
380971,0
9217,0
248541,0
258792,0
369742,0
277112,0
123573,1
154775,0
247181,0
290072,0
214656,1
205494,0
116666,0
230125,0
201296,0
238823,0
215034,0
203821,0
191654,0
320808,0
228809,0
148724,0
368342,0
58278,0
362564,0
187155,0
109350,0
138612,0
245762,0
4179,0
301715,0
123450,0
156011,0
329389,0
110981,0
154246,0
339290,0
62821,0
327652,0
188515,1
197385,0
210590,0
86691,0
159998,0
192942,0
215340,0
62973,1
265753,0
561,0
368759,1
280513,1
368093,1
210382,0
373430,0
2602,0
75358,1
49703,0
310433,0
273577,0
262655,0
367218,0
294230,0
262452,0
20214,1
16386,0
284746,0
60306,0
91519,0
182023,0
34159,0
56142,0
278057,0
94187,0
275536,0
329541,0
53505,0
73284,1
321847,0
293613,0
56595,1
375442,0
164116,0
258714,0
295976,0
146771,0
270646,0
128588,0
247796,0
14486,1
223692,0
315690,0
354223,0
215894,0
228396,0
76996,0
375294,0
373203,0
56245,0
271912,0
80839,0
325352,0
169537,0
369607,0
63276,0
338157,0
180439,0
282647,1
321802,0
61416,0
181827,0
141621,0
208873,0
171126,0
308572,0
328211,0
170589,1
164724,0
346229,0
106192,0
292128,0
321812,0
250058,0
361697,0
182358,1
188887,0
283842,0
323089,0
36192,0
323726,0
264538,1
162319,0
170080,0
173112,0
291503,0
275279,0
372723,0
150062,0
6552,1
63790,0
12800,0
331887,0
9070,0
355197,1
194361,0
168326,0
315249,0
216951,0
141424,0
139419,0
26881,0
84637,0
193166,0
222667,0
43705,0
347085,0
363627,0
59993,0
232079,0
317559,0
278204,0
294845,0
67637,0
205253,0
99295,0
378871,0
338486,0
112975,0
360622,0
329366,0
379024,1
12039,0
283170,0
81916,0
152443,0
220442,0
192299,0
278983,0
67499,0
338362,0
255130,0
19650,0
85329,0
346803,0
277599,0
9688,0
266028,0
204224,0
44285,0
3240,0
156318,0
14290,0
332054,1
344832,0
185401,0
285064,0
95206,0
52056,0
55545,0
306431,0
92428,0
223116,0
149094,0
318900,0
144913,0
84064,0
322189,0
78479,0
236897,0
102564,1
164351,1
80265,0
308818,0
376818,0
34781,0
306393,0
151316,0
13869,0
206023,0
288376,0
196620,0
234918,0
268619,0
198744,0
9194,0
73170,0
346391,1
139883,1
209553,1
17949,1
380328,0
208137,0
128093,0
215650,0
16291,0
294439,0
279912,0
160248,0
171051,0
228957,0
167854,0
43671,0
235051,0
6634,0
47616,0
290938,0
43577,0
263037,0
230773,0
2408,0
169993,0
216275,0
233506,0
205435,0
93793,0
362773,0
279653,0
156751,0
124775,0
212370,1
24165,0
336205,0
64324,0
53683,0
375760,0
154621,0
91676,0
178251,0
294606,0
318561,0
926,0
362971,0
50972,0
58740,0
20234,0
36069,0
167623,0
89847,1
376222,0
106077,0
335076,0
117221,0
174890,0
131017,1
1924,1
53818,0
46742,0
275973,0
164207,0
110382,0
320953,0
5168,0
23789,0
175301,0
342443,0
351209,0
219436,0
235555,0
224039,0
45088,0
87111,0
154988,1
291310,0
13275,0
238964,0
348500,0
318428,1
234532,0
187897,0
276338,0
170388,0
126343,0
287669,0
220301,0
178103,0
183096,0
251365,0
54840,0
194687,0
243139,0
290892,0
183080,1
347410,0
36781,0
350915,0
20199,0
76265,0
340727,0
201602,0
23966,0
361185,0
24132,0
128122,0
232960,1
356267,0
120213,1
53826,0
254450,0
298856,0
356010,0
207443,0
278599,0
173730,0
134750,0
52920,0
201098,0
57414,0
280723,0
104487,1
254852,0
122906,0
262726,0
3716,0
69503,1
238131,0
182071,0
152397,1
72261,0
234076,0
15730,0
63924,0
171593,1
115654,0
44487,0
2330,0
109162,0
268478,0
343817,0
237811,0
36685,1
234117,0
261444,0
105502,0
363916,0
92626,0
206662,0
330102,0
339578,0
7667,0
353879,0
21177,1
17939,0
327414,0
169526,0
11405,0
277047,0
332045,1
86473,1
284703,0
293014,0
313067,0
376802,0
376409,0
241438,1
43353,0
23309,0
342502,0
79535,0
251786,0
372897,0
356141,0
151198,0
127208,0
156164,0
204062,0
343069,0
189200,0
263748,0
222272,0
14930,0
295386,1
216494,1
213829,0
123591,0
254584,0
55844,0
244606,0
163310,0
201080,1
154753,0
105552,0
152980,0
131152,0
180321,0
347751,0
200415,0
169689,1
345283,0
55382,0
102517,0
45980,0
358002,0
296815,0
177596,0
174570,0
278428,0
126866,1
132876,0
134994,0
55931,0
339576,0
156581,0
332496,0
46816,0
151423,0
60202,0
8004,0
166782,0
91711,0
314116,0
252345,0
3698,0
370745,0
278919,0
33529,0
226212,1
82648,0
323183,1
256647,0
297568,0
219639,0
264481,0
223708,1
279510,1
146251,0
123270,0
24279,0
184648,0
207591,0
91983,0
342156,0
243547,0
92213,1
202542,0
235837,0
348918,0
375313,0
324713,0
323403,1
119148,0
315230,0
190721,1
119553,0
107298,0
203594,0
161446,0
36909,0
163898,0
70675,0
185428,1
320674,0
302345,0
341173,0
206555,1
380801,0
37795,0
52876,0
154189,0
304174,1
139553,0
340927,0
260529,0
65292,0
54469,0
263450,0
42115,0
15397,0
141336,0
361463,0
66237,0
190583,0
167482,0
305406,0
186751,0
261218,0
166420,0
181324,1
290581,0
49629,0
131979,0
123891,0
37455,0
372491,0
122605,0
186707,0
51617,0
113045,0
352297,0
130562,0
242491,0
301858,0
290505,1
38341,0
366910,0
83809,1
136626,1
314378,1
62110,1
159006,0
89804,0
52837,0
212144,0
141245,0
80404,1
177654,0
365155,0
115233,0
194605,0
94164,0
282863,0
366019,0
137309,0
193644,1
148612,0
254220,0
166670,0
286078,0
138828,0
271180,0
21103,0
169479,0
269747,0
32462,0
197517,0
133770,0
152452,0
65603,0
277242,0
97505,0
111087,0
88985,0
225576,0
349305,0
187285,0
297785,0
179024,0
290826,0
283889,0
379904,0
96082,0
65786,0
70355,0
253092,0
43383,0
315323,0
247017,0
207382,0
118277,1
298256,0
339085,0
363974,0
9646,0
282442,0
222385,0
334831,1
53316,0
62679,0
62967,0
35096,0
366422,0
332412,1
13770,0
5451,0
294123,0
14455,0
218880,0
120372,0
192292,0
288725,0
109270,1
121843,0
346276,0
205981,0
113606,0
27693,0
245368,0
318305,0
135039,1
340758,0
301390,0
340429,0
9158,1
361097,0
307298,0
369341,0
278558,1
301107,0
255527,0
50589,0
106477,0
212100,0
291305,0
59422,0
298168,0
84984,0
263825,0
324131,0
273460,0
275860,0
63204,1
319950,0
330450,1
47865,0
352125,0
95584,0
85110,0
198257,0
340240,0
340330,0
218654,0
353174,0
223464,0
269641,0
7629,0
120782,0
61444,0
8452,0
231265,0
139562,0
119571,0
168829,0
76405,0
71004,0
306907,1
361524,0
360730,0
59097,0
113139,0
180458,0
101264,0
130299,1
131180,0
114050,0
84109,0
60259,0
351331,1
201461,0
280825,0
48571,0
370731,0
194569,0
276823,0
31876,0
271985,0
150469,0
74694,0
207823,1
369131,0
356605,0
349275,0
357838,1
24314,0
340542,0
130278,0
146864,0
4458,0
134201,0
54110,0
48788,1
380082,0
201890,0
194978,1
88166,0
240909,1
174886,0
259963,0
62120,0
200835,1
288564,0
343754,0
268304,0
87684,0
164431,0
50834,0
228197,0
174660,0
359735,0
87414,0
380376,0
231173,0
147655,0
116640,0
203297,0
265053,0
155718,0
100328,0
220165,0
266672,1
251920,0
38348,0
71209,0
244577,0
109396,0
379085,0
164523,0
304354,0
17871,0
165578,0
292926,0
311954,0
186351,0
168641,0
299078,0
110165,0
276633,0
164593,0
217531,0
313879,0
258978,0
55087,0
366184,0
194601,0
298387,0
256054,0
288496,0
86049,0
305465,0
359244,0
17197,0
231260,0
299547,0
87491,1
217636,0
161381,0
145072,0
259060,0
74464,0
75877,0
327439,1
230193,0
204055,0
314582,0
314072,0
235438,0
34411,0
148900,0
787,0
110211,0
302798,0
213185,0
100777,0
305992,0
362578,0
105029,0
16005,0
22388,0
271565,0
214580,0
186897,0
158205,0
303167,0
204326,0
139009,0
184497,1
104742,0
80368,0
221364,0
87889,0
247289,0
251213,1
301266,0
263700,0
136917,0
145463,0
136322,0
45885,0
252213,0
259529,0
224494,0
106411,0
202076,0
232490,0
55146,0
284194,1
238332,0
268989,0
36435,0
147278,0
202740,0
69831,0
110063,0
278609,1
49168,0
68937,1
1464,0
321599,0
81300,0
157497,1
105348,0
24002,0
5407,0
256954,0
148492,0
367503,0
73819,0
359015,0
10372,0
273201,0
70771,0
31589,0
290664,0
231662,0
210873,0
377145,0
320077,0
665,0
189596,1
35486,0
341311,0
309744,0
19738,0
237232,0
83726,0
254746,0
149874,0
25966,0
360056,1
170461,0
371470,0
263029,0
37350,0
237656,0
97094,0
370391,0
151818,0
281574,0
204140,0
71002,0
182441,0
213537,0
62834,0
313999,0
76547,0
304782,0
285295,0
37055,0
202530,0
342897,0
282657,0
299660,0
64893,0
335957,1
113388,0
177671,0
1462,0
323126,0
54643,0
123896,0
38946,0
244936,0
240326,0
132328,0
283691,0
55620,0
42137,0
314784,0
245366,0
129075,0
12423,0
124274,0
310859,0
48432,0
187093,0
20934,0
31475,0
174180,0
362745,0
307182,0
119265,0
131395,0
146819,1
90658,0
167561,0
96686,0
111217,0
274412,0
284083,0
261580,0
321216,0
182956,0
249973,0
97180,0
86205,0
91251,0
236250,0
175459,0
186805,0
291275,0
164309,0
250680,0
92460,0
115311,0
92324,0
224632,1
226516,0
178012,0
380591,1
36440,0
306858,0
274829,0
89818,0
51929,0
60190,0
105066,0
149245,0
131224,0
164740,0
86626,0
68256,0
237578,0
201562,0
152077,0
153067,0
3746,0
151446,0
80206,0
248080,0
228331,0
268663,1
33108,0
197165,0
74962,1
163383,0
376077,0
356918,0
263422,1
1551,0
146108,0
236024,0
341926,0
97462,0
187858,0
161613,0
28697,0
97872,0
269284,0
326576,0
357562,0
108844,0
131873,0
294350,0
165879,0
348113,1
68672,0
231744,0
153997,0
132124,1
266987,1
277748,0
313096,0
200043,0
195920,0
93895,0
64469,0
180139,0
205610,0
161570,0
160318,0
127142,0
142178,0
305580,0
23386,0
4530,0
334018,0
121510,0
252022,0
238212,0
378359,0
54433,1
50279,0
95337,0
246918,0
161327,0
318816,0
281493,1
237800,0
120937,0
154512,0
62039,0
64898,0
232345,0
69746,0
114232,0
319993,0
221871,1
140523,1
242210,0
376701,0
125337,0
366347,0
332701,0
168185,0
68675,0
214377,0
110188,0
286989,0
214604,0
307404,1
299000,0
179376,1
259931,0
222134,0
146825,0
198224,0
279801,0
62733,0
152593,0
181054,0
210016,0
149032,0
21471,1
221115,0
148730,0
113647,0
37131,0
243782,0
182013,0
379509,0
323530,0
353995,0
17181,1
361584,0
289410,0
13602,0
297235,0
373146,0
176937,0
167174,0
70365,1
312725,0
301875,0
256575,0
359368,0
119056,1
233284,1
24793,1
342979,0
371829,0
108159,0
232352,0
277058,0
22821,0
121627,0
268717,0
17540,0
103564,0
81885,0
14346,0
334647,0
28453,0
301634,0
127375,1
91853,0
378192,1
267235,0
193636,0
40845,0
88540,0
234219,0
365007,0
96722,0
162591,0
336192,0
172669,0
103277,0
362943,0
8918,0
16344,0
192600,0
178912,0
376256,1
145866,0
26845,0
42823,1
155672,0
25823,0
354349,0
277226,0
165060,0
279158,0
119360,1
311064,0
188814,0
70278,0
29203,0
47145,0
255896,0
122866,0
211499,1
30070,0
93685,0
27590,0
327153,0
303766,0
338019,0
279382,0
148804,0
297157,0
337730,0
175358,1
266064,0
259934,0
130382,0
280213,0
58350,0
165757,0
218707,0
193688,0
193852,0
64024,0
50172,0
246736,0
237507,0
3974,0
199549,0
273688,0
177553,0
5565,0
213407,0
314966,0
145584,1
40481,0
55014,0
52047,0
352395,0
42405,0
92848,0
328416,0
233450,0
223588,0
160497,1
348231,1
236531,1
256041,0
120713,0
6254,0
96399,0
250311,0
305872,0
166384,0
57104,0
92604,0
5070,0
203883,0
69053,0
340742,0
122358,0
182659,0
279697,0
14504,0
118173,0
50391,1
67498,1
359472,0
89219,0
236365,0
275682,0
89348,0
115824,1
327977,0
130300,0
187563,0
219246,0
123012,0
128907,1
215343,1
374902,0
10524,1
292829,0
21936,0
142319,0
50331,0
87964,0
276988,0
281224,0
371530,0
184819,0
75232,0
191755,0
256856,0
330059,0
207258,0
377415,0
93913,0
365970,0
275192,0
332226,0
118755,0
203966,0
127656,0
103441,0
151059,0
193249,0
343585,0
40221,0
270376,0
126983,0
328739,0
50514,0
293822,0
365331,1
237281,0
244404,0
299641,1
72211,1
334543,0
61511,1
229926,0
303168,0
320436,0
45227,0
31963,0
36178,0
225348,0
345244,0
323083,0
67970,0
165994,0
111840,0
256536,0
287825,0
117155,0
88446,0
121065,0
21215,0
54846,0
331449,0
115411,0
336046,0
283469,0
311155,0
316766,0
190070,0
72024,0
320192,0
359239,0
356975,0
282953,0
51640,0
351741,1
50665,0
72313,0
160077,0
44223,0
3825,0
147830,0
36884,0
74386,0
8773,0
174367,1
337659,0
305602,0
351368,0
124979,0
127310,0
270661,0
277313,0
330303,0
220693,0
357226,0
209170,0
114625,0
126906,0
380075,0
208268,0
203868,0
287661,0
121864,0
377123,0
378017,0
135811,0
297674,0
288713,0
308941,0
346123,0
107686,0
252881,0
85290,0
189413,0
6437,0
94848,0
374193,0
6648,1
71031,0
170872,0
74726,0
45632,0
379776,0
58738,0
377396,0
355115,0
70372,0
127030,0
353028,0
151058,0
125298,0
341813,1
54756,0
65828,0
25887,0
316875,0
226494,1
293407,0
248835,0
284316,0
243951,0
78122,0
142015,0
246555,0
281009,0
358708,0
4162,0
301870,1
281002,0
161145,1
277114,0
189063,0
51468,0
304067,0
247981,0
169982,1
90548,0
251875,0
174204,0
370826,0
340941,0
309905,1
139272,0
74342,0
356786,0
144001,0
355382,1
54480,1
68153,0
132241,0
185619,0
49711,1
32071,1
121142,0
51305,0
149422,0
259425,0
221225,0
377769,0
67503,0
315244,0
109575,0
35860,0
108823,0
330903,0
193774,0
280541,0
201534,1
178,1
198626,1
274594,0
65772,0
72926,0
181306,0
265300,0
34777,0
110147,0
288378,0
225252,0
185446,1
77437,0
320926,0
147709,0
315479,0
338257,0
